sn,text,neutral,hate_speech,threatning,offensive,harassment
346,Bharaute gyang haru,,,,,
347,"Yesto mindset hunelai law anusar kei na kei karbahi tw hunu parxa 
Natra aba sadai yestai dekhnu parxa hamle",,,,,
348,Hamro nani babu harule ke siknu huncha,,,,,
349,Ko bauni bajai ho yo sarai kada raixin bichara yasko budo ko halat k hola?,,,,,
350,Aba urlera k garxan feri yini haru kta le,,,,,
351,Bekup haru gabar vyesi testai ho yo gabar vanekai emale kai niskiyo,,,,,
352,Pakka rcb ka chakka haru hun ine mg pani,,,,,
353,Kaam payo yini haru le,,,,,
354,Hemrŕj Kunwŕr  Chinnu vayo ta?,,,,,
355,bheda haru thulkaa,,,,,
356,Yo law maker ho ki chaos creator ho ki. This women seems on top to create situations,,,,,
357,Balla ab kei din ghr ko chulo balne vaya xa yeti vuke c,,,,,
358,Bujnunasujnu veda haru,,,,,
359,Tara baji Lai Lai,,,,,
360,Kura bujnu xaina kukur aru,,,,,
362,K ko absrodh bahumat uniharu nsanga nai ch,,,,,
363,Pahila vari bolena vanera gare aela bole pani garney k hola k ja gare nhi suka xaina yo manxe haru lai,,,,,
364,Kp  Oli kaa Baan haru,,,,,
365,Sab amaley ra harke ko manxe hola 20.30 jana holan ekxin ma ghar farkinxan chill guys,,,,,
366,Jole haru ko raojgari khulyo,,,,,
367,Oli ko Toli,,,,,
368,J ma ni birodh  birodh garda ni alik kura bujhera garum na,,,,,
369,India KO jamin firta gar Sarkar,,,,,
370,Thukkaa badar haru,,,,,
371,Kailay nasudhrenay  vo yo purano gandu haru,,,,,
372,sab RCB ka fan hunn jasto xa,,,,,
373,Yo nilo shirt dekhine khate ko naam Gopal ho .. ASCOL vupu gunda khate,,,,,
374,Bagwan goli hanhou aasto haru lai,,,,,
375,yaniharu vukdaima kehi chodidaina kukur haru lai haddi  falyo vne chup lagxan haddi khana napayarw ho,,,,,
376,monkey haru ..... kurwa,,,,,
377,Saav gunda don Chor jasto po xan ta,,,,,
378,Aru desh arkako kabja Garda garba garxan hamro ma chai dukhi,,,,,
379,Kuro ko churo bujnu xaina paila ramro sanga research garau ani birod garau,,,,,
380,Khate haru je kurako pani birodh garna janmeko,,,,,
381,Garnu parxa je man ma lago tai bolna painxa ra pm hos ke cm hos,,,,,
382,"Agadi aemale xutexa
Aemale yuba hola",,,,,
383,Yemale hola,,,,,
384,Garun mula kati fursad mileko ho,,,,,
385,Matee ho hola eniharu,,,,,
386,Gaurav Khanal first ko tw hainas ra kta,,,,,
387,Thukaa yastae vara ho hamro dess nabaneko,,,,,
388,Suraksha Gadtaula dekheyenaa ta yoo,,,,,
389,"Sampurna communist haru murdabaad 
Karyakarta kaa naam ma dalaaaal gunda haru murdabaad  
2084 ko local election ma nepal bata nepali harule communist ko gene lai nai sakkyunu parxa natra Nepal jaile pani daridra desh nai rahanxa.",,,,,
390,Kam napyaka hru Aru k grxan tw,,,,,
391,K xa GT Fan Haru ko Khabar,,,,,
393,Mula haru kaam payena ani,,,,,
394,Gu haru,,,,,
395,"Andolan garnu karan k ho?? Kun subject ma?? 
K vako xa ini haru lai??",,,,,
396,Yestaii huney ho desh mah aaba .?,,,,,
397,Nepali kahily sudreni vyana thukka,,,,,
398,Khatea haru kam xain,,,,,
399,Gumaley ko jholey hola phakai pani,,,,,
400,Kamm navaka.... Gu.. Haru.. Khateharu....,,,,,
401,Hoina yo cm ke joine tanera jhyap ma bolxaki Kya ho natra vane cm jasto garimaya padma baseko manxele yesari nabolnu parne ho,,,,,
402,E muji haru ko kam chaii xaina ki k ho,,,,,
403,Chak ma bhato handau sarkar inharu ko.!,,,,,
405,Yuva na na jholey,,,,,
406,"Tapaihrulai lage hola aba. Oli pm banese home minister ko banxa hola ,,,

Ho ho ho ho",,,,,
407,Language ali namileko jasto lagyo routineko,,,,,
408,khai yo desh ko tah kei hudaina j garey nih !,,,,,
409,Bheda haru lai k nihu pako  ufri halxani jhan harke ko kati status aauney ho,,,,,
410,Lokendra Khadaka dai yo mote tw .... haina rw,,,,,
411,Aasti samma amreican vanne la aba indian vanne hola jasto xa,,,,,
412,berojgar ko number dherai vayapaxi yes tai ho,,,,,
413,Kp ko gang,,,,,
414,Ini ma chikne haru ko Chaak ma MDH ko rato khursani dalerw bhagaunu parxa,,,,,
415,Sajan Shrestha bhada ko tattu haru ta ho,,,,,
416,Jholey mg haru,,,,,
417,Ufffff kaam paye aba eniharu le,,,,,
418,Janta nai ferna parney jasto muji haru khatey ko bachhha muji,,,,,
419,Vata kamti vako jholey khaty haru laii,,,,,
420,Beroj gari dharai xa tai vayara ho,,,,,
421,"eestaa berojgaar haru ly gardaa des begryaa hoo 
jasly aaruko matra galtii dekhcha
india lai naramro vaniraa des banni vaya raja ko pala mai des amarica hunthiyo",,,,,
422,Passport ra license band gareyase aananda hunxa jhakney haru lai,,,,,
423,Sabko mukh ma thuke pani k he farak pardaina  mg haruko,,,,,
424,Kai padeko vayepo tha hunxa mula haru lai,,,,,
425,Madhesey ko batho talk..Marya madhesey ley 7 jana jimdo nepal sakxa,,,,,
426,Kehi yuba purano party ko vatuwa ,,,,,
427,Bolda ni kina nabole ko vandai nara laune aani bolda pani nara k ho yo yuwa ko para??,,,,,
428,Malai baal,,,,,
429,Jholey ka ban haru,,,,,
430,"Murkha harule khojekai issue aayo xa ,k niu parau bhairako thyo hala",,,,,
431,Bichara hamro pm lai aayera boleni nahuney naayeni nahuney uff kathai mero desh. J gareni aaula uthaihalxan.,,,,,
432,Berojagari Haru,,,,,
433,J bhaye pani pradarshani matra garne bhaye aba nepal ka yuwa haru chai,,,,,
434,Vukna kukur la kailey pani tokna sakdaina,,,,,
435,Surya Sapkota Euta QR haru,,,,,
436,Surya Sapkota Voli parsi garla ta j kura maa ni birod garne Wala Baki holan,,,,,
437,Pm ley bolda pane pradarsan  na bolda pane pradarsan,,,,,
439,1 hapta lai dose iniharulai,,,,,
440,Yo kuttaharuko kaam nai key xara khako vaat ta pachaunae paryoo,,,,,
441,Krrish-na Lamichhane sathi yeni haar lai ni portugal l Laijau yar,,,,,
442,Maasu vaate haru.,,,,,
443,Veda Haru,,,,,
446,Sab lai jail ma thunda hunxa..,,,,,
447,Khadka Bizu sadasyeta khariji ko maag gardaxau......,,,,,
448,Kaam na paayepaxi k garau k garau hudo raicha  malai ni alxi lageko bela estai hunxa. Baru 2/3 ta biruwa ropnu ni khali samayama.,,,,,
449,"Bee Na Ak Lgn  naipis nalayak,blue tik hata fb bata suhaudaina talai",,,,,
450,Yahi kukur haru le garda ho desh mathi jana nasakeko,,,,,
451,Pagal haru,,,,,
452,Kahi Hoina k bro yamala la vana na,,,,,
453,Berojgaar dhunge haru,,,,,
454,Routine of india banda ta gadha primeminister le bolne kura tei ho ! Kei Yuba haina singo Nepal lai tanab vako xa,,,,,
455,"Jholey haru 
35 yrs samma nwvako bikas 35 din ma nwkhoja",,,,,
456,"Kukur haru lai k chaiyo,,,hathi le ek khutta chalyo vane,,kukur ko bhukne Line hunxa….",,,,,
457,"Aba suru hunxa 
Yeti chadai asliyat dekhauxa jasto chai lageko theyena",,,,,
458,Sahi lai sahi galat lai galat ta vanna paiyoni,,,,,
459,"Natak
Jindagima yei dekhi aru kei garna janenan",,,,,
460,Jholey mugee haru ko k kaam,,,,,
461,"Maaobaadi, Gaganekaa Hali haru , KPI Kaa Gu haru .. Khi nabujhi gawaarharuko rojgaar khulyo aba",,,,,
462,Jholey haru,,,,,
463,Berojgar vayesi kx r ma t sute bihan kam xa,,,,,
464,Tha vakai kura ho jholey haru bata aru k nai expect garna sakinx ra,,,,,
465,Kamai k xa r,,,,,
466,Jholey vayesi estae ho,,,,,
467,Yetti ta garna paro kere hamro desko yuwaa Le Jane Kai tei ho euta la la vai ho Jana paryo yeti yeti hunxa vanesi huss dai vandai Jana paryo ni Jay Jay kar garna,,,,,
468,"hahaha hamro respected PM le ghumeni andolan , khayeni andolan,naboleni andolqn,boelni andolan, yetro barsa yo chor haru le desh lutda kaha thiye ini bharautey haru..",,,,,
469,Resham Bhattarai kehi na kehi adhar ma bolnu bhako hola ni ...PM bhaisakepaxi bina proof bolnu hunxa...ani yo awaz haru jun utheko xa ni ...tyo awaz aile samma kina chup thyo yetika barsa bhaney kura malai lageko ho sir...,,,,,
470,Yo pagal harulai thokna chap basni gari,,,,,
471,tima haru lai lakhetna aba naya force tayar parnu parney ho ?,,,,,
472,Niskiyo kukur haru sino khanu,,,,,
473,"Vai haru npl ma birodh gari baseko vanda khadi Jau yar , timi haruko Kam xaina nepal ma , khadi gaye remittance ta badchha.",,,,,
475,Gara gara mg vatuwa haru,,,,,
476,simana jane aat xaina kukurharu yeta ktm ma vukera thulo desh premi banxan kp harkyeka putra haru poile tarai samma jane aat gar khate haru,,,,,
477,Yini harle Asari nai desh lai kangal banakaa hun.,,,,,
478,Ho tesaile bolnai hunna yo bahula haru ko agadi,,,,,
479,J garda pani birod gardai basa …atika barsha buda khada ley desh asto banauda chai kaa gako thiyo timi haru ko dimag ra birod pardasann Teti bela chai aakha ra kann thunera baseko hola ne,,,,,
480,masu bhat khana napayeka derai den bhako thiyo re tei bhayera khana niskinu bhako uha haru,,,,,
481,Kati khera Ka boli chiplincha niskihalau vanera baseka kam bihin manche haru bidako subida dher vo yo Sunday bida kharej hos work pressure vaye paxi weekend baira ka manche ghumna fresh huna pariwar lai time dinxan vanne Bhram bidako matlab nepali haru lai gossip garna aandolan garnu ho tati ho,,,,,
482,Pagal haru..,,,,,
484,Garmi bhayera hawa khanu niskeko hola guithe haru,,,,,
485,Jajir khulyo aba,,,,,
486,"Haina kati xito team banni ho 
Aago lauro patra sabai kati xito jutakayeti xito aafno kam ma dhyan dini vako vaye desh astenai banthyo ?vagawannnn boli jharna pako xina uta aago balisakyo",,,,,
487,Yeti garesi arko chunab jitincha ki esso chance pai halincha ki vanera hola ni,,,,,
488,Ipl vanda yatako match khatra xa ta,,,,,
489,nepal ma kehi kam xaina thukka sala,,,,,
490,Jholy haru ko kam na vaya paxi yastaii ho,,,,,
491,Aru kura sunenan eauta kura lai pakdiyo ani tespachi radako..Kahile sudhrinchan Nepali janta haru,,,,,
492,Kim Jong ni aaye jasto xa,,,,,
494,Yeti ni nagareko vaye hune question garna paincha yeti ta jaruri thiyena ki?? Sadhai aasanti machhai Rane ho desh ma ??,,,,,
495,Madhu Bc jyan banako k kaam 1  2 jana lai gayara haan na,,,,,
496,Shishir Pandey lagdai x yarr goru nai xan yarr manxe haru,,,,,
497,katai harke le pathako ta haina ni,,,,,
498,kasto pagal haru lathi charge dina parne,,,,,
499,Tehi vayera bolnu hunnaa. Chupa lagera Kam garnus Vanya yehi ho....lesson learn,,,,,
500,Aaja kta haru lah masu bhaat khana payexan aba,,,,,
501,Yuwa chai hoina hai..... Party ko jholey haru ho,,,,,
502,"Dhukka hunuhos
Yesta nathey ley kei garna sakdenan",,,,,
503,Vata na pugya mula haru lai,,,,,
504,K khojis kana akho bhayo birodhiharulie,,,,,
505,K bal vo ta,,,,,
506,Yehi karan le desh ma rojgaar srijana grnu ati aawaskta vaesakeko xa,,,,,
507,Shreya Khadka Tei ta k,,,,,
508,Rokiss Magar toh randikoban sanga praman xa nahune kura garera k garna khojeko lede khatey,,,,,
509,Garo xa hamro PM Lai bolda ni birod nabolda ni birod,,,,,
510,"Kati fursad hola iniharu lai feri
Yaa afu lai ekxin free time xina",,,,,
512,Ani Rutu ko pani spelling slip bhayo ki k ho wallen Shah lekheko xa ta,,,,,
513,"Yuwa haru  
Gagane, Kp ka chauwra haru ",,,,,
514,Sanu Malla deuso garmi hunxa vanera aandolan pani rati road ma batti balya pachi garya xan haii garmii,,,,,
515,Pramod Dhungel bhai bolna chai alik b4 napurako ho haai pradhanmatri jeu le,,,,,
516,Thakuri Dik Shya mali yasta berojgari ko  protest herna time xaina,,,,,
517,Enarko aru kei Kam hudaina ki kyau,,,,,
518,IPL final herna xodera kina sadak ma ????,,,,,
519,Masu bhat ko sawal xa.,,,,,
521,Khana pakayera momy ley kuriranu va xa chora haru eveningwalk ma gako raixan,,,,,
522,RCB vs GT ko final herana,,,,,
523,"Varkhar ta 2,3 mahina hudai xa aba ajhai 4 barsa 9 mahina chak polnai baki xa",,,,,
524,Mero 2 ta dai haru tw dekhina tw maile,,,,,
525,Ani tmi le defense gari raheka xau,,,,,
526,Deepika Subedi k hudai xa yeha,,,,,
527,Saphin Acharya  milan ji jastai xhan ta nilo laune,,,,,
528,1 month ko salary aauni vayo ab Prakash Sunar,,,,,
529,Birodh garna bayek aru k jnya  xa ra nepal ma,,,,,
531,Sangam Pandit 3 ho 2 hoina yrr teso bhaye ta,,,,,
532,Jyakne haru,,,,,
533,Core area Ganna Baki xa ajjai.....,,,,,
534,Ghar baas vaatuwaa haru ..... Kam xaina pagal haru,,,,,
535,Uml ko jholey haru,,,,,
536,Sala haru rabi le vaneka theya ni pm bolxan dhumdhadka sath bolxan vanera aba bole sab ko chaak maa aago lago,,,,,
537,Salary per hour kati raixa yuba mitra haru lai,,,,,
538,"Kun bela bolxa ani birod garnu parxa yesko nam ma vanera parkhiraheka haru XAAN... ani koile chai desh ko lagi bolne manxe pauxau HAMI,?,",,,,,
539,K Kura KO birodh ho laj haraka haru,,,,,
540,IPL herna jawo na hau.,,,,,
541,Keta haru lai beluka masu bhaat pakka,,,,,
542,Napis hami xainau timharulai taha lagaune?? Kei socheko xau ki xainau?? yo banda garr. Ghar ma vaat kurera basiraxan baa ama. Ghar ja khurukhuru.,,,,,
543,Emale ka faltu kukur haru,,,,,
544,Jholey haru ho sab,,,,,
545,Kasrii lekhanu vo tw sir yasto kura,,,,,
546,Chandra Shekhar Sharma jasto dekhxu tw,,,,,
547,Berojgari haru kaam xaina kudya xan kudya,,,,,
548,Susaan bhayo vanera k vandeko aba ali din lai pugyo,,,,,
549,Salik Kandel m ni jhuke hai,,,,,
550,Salik Kandel paper Mathi gareko keta hai,,,,,
551,Vannekai thiyo ta sunnda achham lagna sakxa,,,,,
552,Berojgar bhayesi j gare ni bhayo,,,,,
553,Kim jong un pani raicha ta andolan ma,,,,,
554,Kaile k huncha vanera kuriraka thiye yi chai,,,,,
555,"Hamro college ko sabai chan ta 
Kina k vayo temi haru lai?",,,,,
556,Kim Jong-un chai kaha bata aayo,,,,,
558,Chandra Adhikari tmi jstoii xa ta k ho,,,,,
559,Biman Yesmali Magar tso vaya ta harku kati bolxa dada,,,,,
560,Amit Řli hoina hola,,,,,
561,K k hune ho fari,,,,,
562,Yo bachha haru bujdaina voli ko din ma lipulek line chakkar ma economic blockade handinxa ani kata bata lyera aauxau saman haru .Vako desh banauna xodhera india sanga vako boundaries milaune kura garnu parne ho natra 2 4 wata jet pathauxa ani hane pachi tha hola,,,,,
563,Yo sabai Hagan ki bedroom BATA gako Hun,,,,,
564,Ishwar Bohara hoki kya ho..,,,,,
565,"Ready vayera basya hunxan hai raadabaan haru  
Kati bela k vanlara vyaa vyaa gardai veda haru ghaas Khana aaihalxan 
K ko roilo ho",,,,,
566,Ipl vanda yeta po interesting raixa ta,,,,,
567,"Yestai bheda harule garda PM le nabooleko ho..
PM le ta testo statement hawa taal ma pakkai diyenan hola..",,,,,
569,"Desh ko lagi ramro sochne bhanda protest garna sajilo raicha, kaam kam, julus dherai",,,,,
570,Raadaban haru jagga lina varat janu ni,,,,,
571,"Katheharu des ko kalkarkhanabechaney
 Desko kholanala bechaney desko jantalai bechaney kathee haru birod garirachan",,,,,
572,Yesta berojgar lai ni kam laideu ta sarkar,,,,,
573,Rojal Chettri rcb le jitxa vanerw Vai khusi xa,,,,,
574,Bijaya Adhikari ma chikne tapare goru randika xora,,,,,
575,Yuba haina kaka haru,,,,,
576,Ek jana manche chai chaina baata Awayo jasto xa,,,,,
577,Naboli naboli siddhinchha yo natak pani,,,,,
578,Hoina hola yeh dai india batai hamro sima pirta garw vanerw aako hola kya,,,,,
579,Comedy show hernu vanda ramro parliament ko meeting hernu hoo. Full entertainment,,,,,
580,Yo muji yuva haru lai pahila majdori garna lauta rada haru din ma garmi hunxa vanera Belka virodh garna niskiye,,,,,
581,Sabaii gang haru lie auta auta  dinu MN xa la,,,,,
582,Basanta Adhikari  kasto janya  tyakkai,,,,,
584,Anish Dutta ah Jhan aarko baklol Harke Comedian Xadai xa,,,,,
585,"K Saro Betojgari Haru, Bau Ama Le K Herira Hola Ajhai Kotha Vada Tirdera",,,,,
586,Neu paihalyo aba yei gardai basnu! Desh lai bikash kaile huna nadinu #masubhatey,,,,,
587,Krishp Deupala ho ho Sahi Kura garnu bhayo hajur le,,,,,
590,Nepali honi ta radikoban ghantey ka din aba janxan bistarai herdai ja,,,,,
592,Nepali honi sai vanu vayo tara hanuman na banu aaj j bolyo teo ramro chai hoina teo mannu paryo …. Hanuman nai vaya pani vagwan le galti gare pasi galti vayo haju vanu paryo…..,,,,,
594,Saksham Dahal malai ni timro reply aaucha jastai lagirako thiyo,,,,,
595,J garey ni andolan,,,,,
596,Amale. Haru matra ho,,,,,
597,Yini haru tw Qr pati ko manxey jasto xan tw,,,,,
598,Nice natak damna ho,,,,,
599,Cockroach  haru,,,,,
600,Timi Haru chai khadi nai jau baru,,,,,
601,Well done bro haru,,,,,
602,Kam paye sab le,,,,,
603,IPL herna xodera syd final ma pugna nasakeko team ko fan haru huna parxa,,,,,
604,RCB ko bowling vaera hoo,,,,,
605,Aandolan garne rahar lagera po raixa pm lai bolnu ki bolnu vaneko raixa...,,,,,
606,Kun politics party ko yuwa haru hun solti haru,,,,,
607,Yo Sab khate haru ho,,,,,
608,Mutu mathi dhunga rakhi vannu parya xa hai victor bro lai,,,,,
609,Ghati sukyo hola garna k nai sakxan Ra yo Vanda,,,,,
610,Pagal haru,,,,,
611,Naam chahin students re.. evaluation power nai chhaina jasto chha... Ani jholey hunu ko bikalpa nai chhaina...,,,,,
612,Ipl her vaiii haru ja,,,,,
614,Yo sab ko chhala kadnu parxa ani sudhrinxan,,,,,
615,Kun thau ho exact location share gara ta sadak natak herna janu paryo nindra lagena,,,,,
616,Nonsense haru,,,,,
617,Jhoot nabolne ra desh ra janta ko lagi desh banaunu parcha vanni pm.. vayesi ..boleko sabda lai ni galat bujer birodh garni ko jamat...,,,,,
618,Estai garna thaleu vane timharuko bau amae dukha pauxan.. bihe ta para ko kura.,,,,,
619,Sandip Thapa je gare sahi gare.,,,,,
620,Resham Kc ta muji ni vatuwa nai ta honi,,,,,
621,Sijan Poudel  ko ho leader,,,,,
622,"Sab khate haru hunna ,",,,,,
623,Aajhai xadenan yo gunda haru la yo harkat kati din challxa hola ra heramla yiniharuko churifuri,,,,,
624,Thoknu parxa jholey jhyakney haru laae,,,,,
625,Nepali haru yeti berojgari xan ki agi matra bolya Kura KO andolan Bhai sako,,,,,
626,Chak ma daam basni gari thok saleharu lai,,,,,
627,Gara gara birod kei napdenou sab rai limbu matra hun harke ka senapati pthayexa,,,,,
628,"Ramro pardnu hos Room Ghar mai basera College maa padeko kura haru feri pardnuhos jaagir khana likeko bannuhos 
SLC fail garera 50k salaryko rojgaar chaiyoo vandai batooma halla nagarnuhos",,,,,
629,Gopal Nepal  dai kuro Kay ho,,,,,
630,malaysia aaijo vatuwa haru,,,,,
631,Mahakali bechua KO santan,,,,,
632,Kam napaka haru,,,,,
633,Khailey bata ho aviyan fere,,,,,
634,Duniya bhari ko memes comment ma x ?? isko dikkat kya hai,,,,,
635,Networking business jastai ek karyakarta le 3 jana karyakarta banaunu parne niyam cha re ,,,,,
636,Monica Monu la badbhai xa,,,,,
637,Bau jati nai gayab vayo ab chora chori ka bat aaune ho ,,,,,
638,Janmine bittikai party sadasyata card diye bhaigo ni!,,,,,
639,"Baru afno ghar xodinxa, parents xodinxa tara Timi haru tira laginna??",,,,,
640,Aba yahi baki thiyo chor haru,,,,,
641,Nepal maa helicopter ko khaacho hune vayo????????,,,,,
642,Esko jawaf Harka Sampang A Revolution le matra uttano parne gari dinu sakchha ??????,,,,,
643,Kasto kasto news auna thalyo yrr,,,,,
644,Sabdhan Janta Janardan Jiu Haru Yo Ghin Lagdo Tukke Tapaiharuko Nani Babulai Bhumroma Jhoker Afu Masti Garne Fusre Kurama Na Fasnu Hola,,,,,
645,Barsha Karki k xa ta plan,,,,,
646,Budo pagal hune vhayo ??,,,,,
647,Yo ta K yesko bau aaya pani belan ko ball Suna sakdaina ,,,,,
648,Samjine baule vaneko maile mannu parena,,,,,
649,Manxe pugenan?? ??,,,,,
650,Afna santan le pani patyauxan ki patyaudeinan ??? Sankai xa.....,,,,,
651,Yi budha ko hos ajai aako xaina rexa ,,,,,
652,aru bachha bigar khojeko cha aafno tw batashe parecha buda ko ??????,,,,,
653,Laga laga narsangharkariko dhabba itihasma lagne cha Jo Gaye Pani.,,,,,
654,Thet ???? xora xori Lai ni jholey banaunet bhayerl,,,,,
655,Kp baa i love you vanne haru join hune holam aba,,,,,
656,Expire date kaila xa badda ko ????,,,,,
657,Aba pane Timi jasto lutera KO party ma KO aabadha bhayera bascha ra,,,,,
658,lala jamina bittikai janma darta ma  lekhe hunx,,,,,
659,Guu khane bho ABA ,,,,,
660,Ekkxinn hasdim ki kya hoo kura sunera,,,,,
661,Aba chhora/ chhori harule aa aafna buwa harulai amale party ma najane aviyan chalauna ni feri,,,,,
662,Last A  trop use gardai cha,,,,,
663,Yetiko huda nee ajhai hami janta ko buddhi feriyena bhane chai hami sachai bheda nai hoo .,,,,,
664,1 lakh nai diye pani jindagi ma yemale bandina ,,,,,
665,Budo Lai patan lagera check garaune bela vako xa,,,,,
666,Rajtantra kina birodh garnu ta?,,,,,
667,18 Years muniko lai hola?,,,,,
668,Des bigarne nai jholey haru hun,,,,,
669,Yo budo jiudaixa ,,,,,
670,Aani hunxa ta desh ko bikas?,,,,,
671,Haittttt!!!!!!aba dheraika aama baba le amale chodne vaye ??,,,,,
672,Sachu Gurung haina hola dai,,,,,
673,Thakkai Teso ukto xai hunxa??,,,,,
674,Kalila vayaka xoraxori lai rodmai dhalis ajhai aasa Gardai basi rakha,,,,,
675,"Riyab Baniya first ta timi holau hai. 
Fs",,,,,
676,Ho yeso garish vana jhan Tro party collapse hunxa ramro Kaam ko surbaad garish kp ba,,,,,
677,Nata bada kirpabata vayo vanera neta lae man xodeka birseu ki Kay ho amale le,,,,,
678,Yo manxe ko anuhar mero mbl ma naaune kasari banauna sakinxa,,,,,
679,Soch ta xyaa,,,,,
680,Yo ahile suma jiudai roixah,,,,,
681,Mero ghar ma na aaija haii marlais fari ??,,,,,
682,Samjhine pani chhamkane ,,,,,
683,Keshav Paudel sorry baba hami  amale ko karekarta hudainam,,,,,
684,Teri ma laitaadiii tehii aass garera morr aabaa,,,,,
685,Aba jel janxa kp,,,,,
686,Jabarjasti......bidyarthi sangathan kharej vaepaxi kina boulakobaaulai man pareko xorolai man pardaina..partyko bare vandani des ko bare padau bujhau sikau..aafai bujhne vaesi jun partyma gaeni vayo,,,,,
687,Goli tokna hola  student le,,,,,
688,"arko chunav samma afnai saasko  guarantee dekheyna ba ley, toli batulna thaleyxan!!",,,,,
689,Kuheyraw marxa yo budo,,,,,
690,"Oli comred ta yamaraj vanda pani jydro ,,,,khuruka pustantaran garda thik",,,,,
691,Ma pani aauxu,,,,,
692,Gumale hru ka ta xan din ,,,,,
693,Kp muj.. ko k kura garnu,,,,,
694,Janata saath napaya paxi k garnu ta..kasai le patyana ,,,,,
695,Jabarjasti hunxa,,,,,
696,Kp Lai chora chore janmu vanu,,,,,
697,Samjideu pani xamkideu,,,,,
698,Koi Bachha bachhai haru jadainan join garna ??,,,,,
699,Haasnus ta sabai janaa.,,,,,
700,Aandolan ma pani pathaunu hai,,,,,
701,Yo kina mordaina k morne bela ma hariyo kakro,,,,,
702,Mero jwaii lee vannu hunxa baa tara sorry mh aaudina,,,,,
703,laaj ko pasaro,,,,,
704,tanasaha ko pahichan,,,,,
705,"Pahila ko jasto generation hoina ni yo generation 
Rato ra Kalo chhutauna sakchhan",,,,,
706,Aru ta koi xaina aba tehi xora xori lai misayar alika gang banaune vyo budo le ,,,,,
707,Sabai ka Amisha parajuli jasto hunxa ta,,,,,
708,Patta saf vako xa yeti tw garna paro kra,,,,,
709,"Bolda bolda SAS rokiyala jasto xa muhar hearda , Kaun hey ye Bhai shab",,,,,
710,Aafno xainna ani aba aru ko baccha bigrda k janxa ..batase anda,,,,,
711,Malai monthly 1lakh diye ma din Ko 10 post gardinxu support ma.. free ma ta kei gardina Aba.. ,,,,,
712,Ko janxara vanera,,,,,
713,Nati natini haru pani samabes gare ajai sugandha hunthyo ki gumale??????,,,,,
714,Natinatina xute xa .. ????,,,,,
715,Tetiko barsau Pura patiko Abastha herumta ram ram Jha karyakarta khojdai xa yo samay ma bhetna garo xa,,,,,
716,Pagal jatha haru,,,,,
717,Haribijog xa hai,,,,,
718,Aba ta uhi khulitaii ho,,,,,
719,Lu yo chai gajab Lago hai ,,,,,
720,Yo niyam hamro gauka manxe ma lagu hunx ki nai ??,,,,,
721,Yeslai kidney dine byakti maryo hola yo ajhai mardainatw ,,,,,
722,Pahilo kuro ma jadina,,,,,
