sn,text,neutral,hate_speech,threatning,offensive,harassment
724,"Pinda dina tah 5-6 maina baki xa kina 1 barsa napugi yo aatma xatpatai rako xa. 
Ah koisaile yo dukhi aatma ko kura tah sundeu??????",,,,,
725,"""Marne bela hariyo kakro"" bhanya yei ho buda..",,,,,
726,Aaru ta aaunu Paro ne ??????,,,,,
727,Yesle nepo baby trend birsiye jasto xa,,,,,
728,Aba contact less hune din aayo mero ta ??,,,,,
729,Ramray manxe ghntimaxn chor sbyi yemale hun,,,,,
730,Aasti vakhar ghantima vote haleka chan kehi samaye rest garna ta dinu ni.,,,,,
731,Tero jabarjasto le chalcha ???(,,,,,
732,Oli le yamale lai pataa saff zero  nahunjel yamale naxodni kasam khako xa,,,,,
733,Timiharu ko paap santan le bokdinu parne tukka,,,,,
734,Yo khate feri anuhar dekhin thalyo muji ko,,,,,
735,Afno navayesi aruko vayeni bigarna paryo ni .. ninja technique,,,,,
736,Aile ko yuba ko gedi xaina ra gumaley party ma hana lai,,,,,
737,Pyramid scheme ho kya???,,,,,
738,Hami Chora chori pani baba mami laiii yemale bata xhuttauna abhiyan mai xau,,,,,
739,"Waaighaat.....   yuwaa haru jeevan nai dhwosta hunxa. Yuwaa haru laai kaam lagaaune ani aafu MANTAREE,  ani PM hune daau maatra ho. 

Artha xaina. 

Sabai yuwaa haru aafno aafno kaam garnus, skill develop garnus. Jeevan barbaad nagarnus.",,,,,
740,"Bau aama ko sadasya pani jala hai, bichar gara. Go with the flow ",,,,,
741,Aba kei din ho tespaxi yesto bolne manxeko aawaj pani sunidaina,,,,,
742,Aba tei ta hola garne...normal janta le join gardaina aba,,,,,
743,Budo baulaayo ki kya ho,,,,,
744,Tero ta xora xori xaina ta ani,,,,,
745,Aba marne bela vaisakyo kati chumchum pareko hau anandale retired navayera,,,,,
746,Baula haru ,,,,,
747,Hahahakp baaaa marna bela k power ko kurshe chayako,,,,,
748,"Hasauxa budo ley 
Now you are gone ",,,,,
749,Lu bho,,,,,
750,Vutra ko yemale ho yamale ghar ma aaya vani taha pauxau,,,,,
751,Sabai RSP ma vaye k garni Baa ?,,,,,
752,Aba mathe jane bela maa k politics garna man laagya ho  suddo lai chadai ramro khabar sunna  milos ,,,,,
753,Mero na vako xora xori pani yesma janni wala xaina hosiyarr,,,,,
754,Aafu Pani birgyo aru KO chora chori Lai pane bigarney bhayo,,,,,
755,Xora xori ni feri yamale nai bannu ,,,,,
756,Hasna man lagyo Hase Lw ,,,,,
757,Kk garxa yo budha marnu vanda pahile dherai lae fasayera janne ho,,,,,
758,Jana ni paryo ni ta jasto gafadi haru ko party mah baru Aaba kp lai desh bata nikalni kam garau sabai Le,,,,,
760,Ramro manxea xitai vagwan ko pyaro hunxa vanthe ho raixa ,,,,,
761,20 century jsto lakcha ki kya ho xemeki ba lai ajhai ,,,,,
762,Netaka xora xori sabai jana le ghanti bajaye vanera hola,,,,,
763,Kasto jabarjasti Hola K ??,,,,,
764,Kp olee ko santan chaina tyesaile arka ko santan ko bhabisya bigarney bhayo batase anda le,,,,,
765,2084 ma umle 0 sit dhukka xu maa,,,,,
766,Afno xoraxori xainan Feri Aruko xoraxori Lai jhol bhat khuwayera bolaula sochirako hola aba pailako jasto xaina  Oli jiu,,,,,
767,Thula Buda paka le Biswas garna xadea Aba ??,,,,,
768,Aaj ki voli vnne bela pni gatilo Kam chai garne vyan hai ba le ?? ,,,,,
770,Kati ramaro kura garnu vayo ni hjr la hjr ko jasto Socha hunu parxa hami nepali ko,,,,,
771,Pahila yo out hunapar6 tespaxi sochamla,,,,,
772,Ma tw mero bau lai yemale xodna lagaxu,,,,,
773,Chora chori matra kina. Aaudai na aayeka bau amma sanga bhayeako lai ni party candidate banauna parchha.,,,,,
774,Amale ghu gayo aba hudaina audaina ni,,,,,
775,J grxa yemale le grxa ,,,,,
776,Andolan maa ni pathau hai,,,,,
777,"Hami hamra bau ama , kaka kaki, mama maiju lai party pariwartan garauna aviyan chalauna chau",,,,,
778,Yo muji ajhai poni jinda kina xa k ghopto parera chak ma latt hanna parni eslae tah ,,,,,
779,"Yo idea sahi ho 
",,,,,
780,Budo ajhai ne sapana mai xa,,,,,
781,Bau le Party sakaisakeyo aba Chhora chhori lai jimma launu pareu,,,,,
782,"Powerless huda ta yo manxe yetii dherai ghamandi ra aahankari xa vane,power ma huda kasto theyo hola...",,,,,
783,?????? aba yo abastha Aya xa,,,,,
784,Mean Genz Lai janjeer,,,,,
785,"Aba naya Amale desh banao damna ho,",,,,,
786,Afu ta bigriye bigriye Aba Arkako xora xori lai pani Bigarney po ,,,,,
787,Kasaile bachha paune upaya sikawo na oli le ni pauthe. 1/2 jana karyakarta badthe,,,,,
788,Yo ra Harke same anek chutiya idea lagauna ma ,,,,,
789,Hijo aaja khub jossiraxhha suddo,,,,,
790,Bau aama bigre bhanera xora xori lai NI bigarne bichar ho ki k ho budo ko,,,,,
791,Suhang lai patii aadaxe banau aanii bichar garau laa,,,,,
792,Esko dimak ma nalag hai koi ni aafu ni faseko xa aru lai ni fasauxa jatha????,,,,,
793,Aaba pasupati janii bela pani k ko party ??pasupati tira hardiksardhanjhalie,,,,,
794,Ghar ma Yemaleko xaya pani parnu nadinu vaneko xa bau Le,,,,,
795,Ktm ma 20/30 hajar street dogs ni xan just for information,,,,,
796,Bau uml vayo vande ma xora nii uml hunu parxa vane xa Ra ? Sabe KO Afno afno choice nii,,,,,
797,Kun abhiyaan genZ ho???,,,,,
798,"Marketing ma vaka le jagir xodda hunxa 
Party Prabesh garera double kamaune din aayo !!",,,,,
799,Yo kaile nasudrine vo,,,,,
800,Satish Shrestha  DAI ABA k Garni ta ?,,,,,
801,Mirgaula sakiyex budha ko fernlai xatpati x,,,,,
802,Geda kater phek buda ko dimakha  xin aba ,,,,,
803,Aba ghar jhagda garaune bho emalele...desh ta bigaro bigaro yatro barsha ..aba kasaiko sundar pariwar bich fato lyne bho,,,,,
804,Hoina hola Routine of Nepal banda?,,,,,
805,Kp oli ko eklo santan harkey xadai xa ta??,,,,,
806,Bau ta khatam vayo Tara xora Cori lai ni gu nai banaunu nakhoj na,,,,,
807,Baccha haru lai ni jhola bakauna khojyaxan jholey haru ley,,,,,
808,Samjina pani xamkina aba asko party vittama khojnuparxa,,,,,
809,K P Sharma Oliekdam ramro byekti ho tar Neta ko gun chai Xaina jasto Lagxa ya waha ko Adviser Ramro na vayera ho ki,,,,,
810,Yo ajhaii mareko xaina rw?,,,,,
811,"Bau ama jhukkera xireko
Aba xora xori pani jhukkera xirnu prne",,,,,
812,Kp oli ka  chela cheli xaina vanthe ta ,,,,,
813,Aja sama desh bigarau aba uta hamro chora chori nati natini bigarani soch ma xau mula haru ,,,,,
814,Ae muji gumale ko budhhi,,,,,
815,Tyo xora xori chaii Kosko aauxa Vanthaneko hola  aayani mahesh ra k jhakri vanneko aauxa teti ho,,,,,
816,hlo routu dherai yo haija ko photo nahalmna dimag ko paro tatiyara aauxa,,,,,
817,Baa KO aafnai Santan xaina Aru Lai garera K faida ,,,,,
819,Kati Jana ab Ansa Lier Xutne Bho Feri ,,,,,
820,Aru ta kehi upaya be hunu paro ne ,,,,,
821,Thukka  yestoo taal le yamale vanne naam hudaina bistarai,,,,,
822,Yo routine le yasto nonsense post kin garxa k ,,,,,
823,Kam xaina Yemale bhastchari haru ko,,,,,
824,Genz yemaley chaiya hola?,,,,,
825,Kahile navako jatra hadi gau ma,,,,,
826,Narka puga ka haru li ne Yamraj xa xuttai batra gara rw party mw jodna sujhab xa.,,,,,
827,Pahila padhana napayera Tmro party ma lageka hun ahile bacha haru dherae jasto padhelekheka xan mg baa??,,,,,
828,Aru upaye vayen ab aafna xora xori Lai baba aama ko bandan ma parn lagyo murkha haru,,,,,
829,Eakades ma gumale bhanne ne party theyo??,,,,,
830,Aba tah Naapis ,,,,,
831,Sabai gareyou chutiya haru aba yati garna Baki cha,,,,,
832,Laj pani bechi sako chor le,,,,,
833,"Yemale , congress ka xora xori sotantra batw uthera samsad pani vaisakey .... aba kaslai banauni ho??",,,,,
834,ma jastai dherai ka xora xan hola aba mero jindagi vari nai amale ko nau samma sunna sakdina.,,,,,
835,K aaas gareko x  ajhai,,,,,
836,Suru kp ko xora harke bata suru gare hunxa,,,,,
837,Haha aru kasaile ta join garnu paryoo nii??,,,,,
838,Dimag,,,,,
839,Ramro gareko vaye voters haru anta jadainathyo buda.,,,,,
840,Teti na.gari t party nai narahala jasto vayo hola ani,,,,,
841,"Karyakarta kata xoraxori le asti ko chunab ma surya ma vote halenan....
Baat karta hai",,,,,
842,Chhorachori le chai baau aama lai ghanti tira aabadda garaisake ,,,,,
843,Jholey ko bau ,,,,,
844,"Xixix thuu
 kp ley khaou  khoi kasko po ho guu",,,,,
845,18 yrs vanda tala ko lai politic mah involved garnu paidaina buda jail jaulai ??,,,,,
847,hamro ghar ka ley ta xodisakey hai timro uml lai ,,,,,
848,Baru Famaily chainna Amale ma join hunna j sakxas gar mula ,,,,,
849,Testo vaye ta Raja ko chora Raja kina na vayeko?,,,,,
850,Timra afna ley nai vote nadiyera hareko birsyau pataki buda?core area khai ta?chupa lagera rajinama diyera yuwa lai sumpiyau bhani kei huna sakxa next term.,,,,,
851,"Bhim Acharya Dai,
Party Lai sahayog garne bela ayo hai ",,,,,
852,3 carod dinxa vane ma tyar xu haii ,,,,,
853,Aafno ta xora xori vayepo arkako xora xori lai marna maarna agadi sarna ta aauxachutya budho,,,,,
854,Yo ajhai jiaudai xa,,,,,
855,Yo hatyara bahek aru kohi layek xaina ra chairmanma ,,,,,
856,"Thank god, dhanna ghar ko koe pani vayenaxan yesko Yemale
Pagal budo",,,,,
857,Thuikka mug haru ,,,,,
858,Hami ley chahi buwa aama lai ne ka pa yemaley party bata nikalney abhiyan chalaako chhau…,,,,,
859,Susmitaa Adhikarii maile aru kasailai mention garina la????timi aafai buja la ,,,,,
860,"Andalon ma ni tinka xora xori agra panti ma hunu paryo rw bhaata vetnu paryo.
Sadhai sida sadha janta lay matra kati bhaata vetnu",,,,,
861,Baau aamako po mati vrasta vayera lageta xora xorikota dimakh khulerani baau aamalai party bata niskina lairako belama k ko abhiyan ni?,,,,,
862,Prakas Kuma Prajapati mero yaju chori lai chahi lane hoina hai,,,,,
863,Ma ta aaudin hai ,,,,,
864,"Xora xori sab rsp holan 
Garo xa baa lai ",,,,,
865,Bqu aama hu bhandai ma personal right sabai ko hunxa,,,,,
866,Bishnu Kumar Raut yamale ki xori tw sat juni samm bihe garinn hanw,,,,,
867,Xora xori lai goli hanera marne ani kaslai aabadha garauxau kp fohori ??,,,,,
868,"No no back off 
Budo KO antim chal ho yo aba ??????",,,,,
869,"""tyo pardaina"" sab naatak dekhi sakeko maanchhe ma... ani pheree tei gunda party???",,,,,
870,"Jhan ghatne bhayo sadasya aba yemale ko...
Yemale bhanesi buddi bigreko bhanne janta Lai bhaisakexa aile...",,,,,
871,Xori xori hoina aba bau lai lai chodna lagau xa aba,,,,,
872,"ajkal ka chorachori le bauaama le vaneko terchan feri , kattina????",,,,,
873,Kati Badne bhayo paiso,,,,,
874,Deepak Pandey ava banne hola haina emaly?,,,,,
875,Rebanta Neupane Basu Neupane Bishal Shrestha Binayak Neupane okay kta ho form kata varna parne ho ready huna parcha hain????????,,,,,
876,Hay bhagawan bhayakale ta xodisake aab kaslai banaune hola ta,,,,,
877,agadi badnu kp baa Pankaj Dhungana ra Jeevan ?hungana dada tapai  ko sath ma hunu hunxa ??????,,,,,
878,aru ta aauna pani paryo ni,,,,,
879,Hami baau aamaa laai nai emaale bata nikaalne aviyaanmaa xau,,,,,
880,"Nepali le Gumauna na sakeko Kira!
or
Nepali le gumaayeko hira.
Which one is correct?",,,,,
881,Suruma afnai santan lai garau ta  eh xaina po birseko,,,,,
882,Yetro ni audainan tapai buda haru ko chakari garna ani tapaiko karyakarta haru ko under ma basna,,,,,
883,La jaooo muji jholey ka chaura ho,,,,,
884,Yo baula budo goru lai kina khulla chodecha yar.,,,,,
885,"Public organization hadapera basnu ramro hoina budaaa
Suhang Nembang Fan lai president banayara aghadi 
Badha 
Ani 
Mai pani emale sai emale vanne din aauxan",,,,,
886,Aba sabai chora chori le afno bau ama lai chai party bata hataune suru garnu parcha!!,,,,,
887,Yesto Kam garna ta feri swasthe thik hune raicha BA KO??,,,,,
888,Futkisake sabai haat bata.,,,,,
889,Paila afno xoraxori lai jodd oli ani arulai vannu !,,,,,
890,Ma ta aaudina haii ,,,,,
891,Ma tw gen g ho jannw,,,,,
892,thukka jindagi yo tw atti vayena rw vaneko  yehi din dekhna baki thiyo aba ani kati ma kinni ho aba  hunw tw jani poni tesatai holan,,,,,
893,Maile afno pitalai ta badlisake,,,,,
894,Ok xa ta,,,,,
895,Thukka hatyara haru,,,,,
896,Masu bhat manpardaina malai sorry,,,,,
897,Kp ko malami Jane manxe ni nahune vaye aba vanera daar lagyo jasto xa suddoo lai ,,,,,
898,"Yeah, bachha haru Nepal mai chhan, aachhama",,,,,
899,"Yasko samachar nahalam ta, anuhar herda ni loddar lagxa yar",,,,,
900,Sabai jaya ghanti vaisake  garo x,,,,,
901,Birendra Khadka vanja ko future dekhdai xu tw ,,,,,
902,Local level election samma yemaley lai 7th position ma purauna lai oli ra xora mahesh basnet ko thulo haat huni xa  ,,,,,
903,chunab ma threat ????,,,,,
904,"Aba manxe nai na pugesi k garos ta
Tero party ko manxe yemale vayo vandai maa tyasko xoro xori haru lie pani yemale nai man parxa vanni kaha lekheko xa re
You fucking murderer",,,,,
905,Vanda vaneko jasto hunxa.. ajkaal yesko anuhaar dekhyo ki din nai bigrinxa jasto laagxa.. ??,,,,,
906,Kamse kam marne time ma  ta sukha le mara,,,,,
907,Ajha pani ghamand sakeko saina hai,,,,,
908,Monthly salary Kati dinxau buda 40/50 hajar dene va ahau nu paro natra tw samjene matra ho ??????,,,,,
909,"Yasto communist desh ko lagi ghatak ho... kasam khau nepali janata... communist nabanau... jhan Amale bhaneko ta bhusyaha ho... j bhetyo tyahi khane, sabai lai tokdai hidne...",,,,,
910,Yo jindagima yestai vayo aba arko jhunima prayash garnu hai tw.....,,,,,
911,Kp ba testa din gaya aba,,,,,
912,Yubaraj Paudel koiley ho join garauni,,,,,
913,Khor ma Hal na buda ba lai sarkar ,,,,,
914,Kata nalayak pati ho yo emale xi laj pani xain,,,,,
915,kp oli ko malami jana hola,,,,,
916,Xyaa yehi dekhna baaki theo aba,,,,,
917,Hamro sabai pyaro vai Bhim Acharya bahek aru lead garne sambhav dekhidin ma ta ,,,,,
918,Eh Buda le yemale lai dhosta parne vaye...suhang jasto bekti lai party Jimma deu hau natra vane party baaki rahanna,,,,,
919,Janminu agadi nai party ma Naam lekaideu jholey haru  Buda baulaisakyo ??????,,,,,
920,Tmra chora chori lai vannu yo chai ,,,,,
921,Je gare pani ab pm bana paudainau budo,,,,,
922,Um yo chai Sahi Lago hai maalai ??,,,,,
923,Kasto ramro kura gareu,,,,,
924,Maile ra mero family le nai xodi sakena yesto jyaadro hatyara ko party,,,,,
925,aba nepo kids haru aaune vaye ta lajniti ma ??????,,,,,
926,Laltin kini Sakay Maile chai,,,,,
927,Kp ko xora mahesh basnet??,,,,,
928,Aru ta aba vanera ni naaulan jasto lage jasto xa buda lai. Akarshan navayesi ladnai paryo! Hanuman jo tayar chhan!,,,,,
929,Teti le pugdaina xora Xori lai matrw Haina janmidai na janmekolai pani sadasyata diye hunxa??????,,,,,
930,Doctor leh aba dhroi din xaina vaneyra xordexa kya ,,,,,
931,Ho ra,,,,,
932,Yesko dimak jhai kaha raixa vanera herna man xa,,,,,
933,"Ukhaane Ko Kura Gu khuwaunu parne jastai cha,Chet kahile Naaune bhayo !",,,,,
934,yo kasto niyam,,,,,
935,aafno xora xori xaina vandaina ma aru ko xora xori pani bigranu vayena ni kidney fail ??,,,,,
936,Galliko kukurdhari patyaudaina ab ta ukhanelai ??,,,,,
937,"Huna t tehi baaki thiyo,tyo pani huna baaya6
Aba garhaan lagyo jstyo 6 surya lie",,,,,
938,"My mum be like choro hami rsp
Ma janu parxa??",,,,,
939,bau pani yemale ma pani yemale vani geet nikal ab,,,,,
940,Yo ta ajai kam vayo  Aba baccha janmine bittikai janma darta ra party ko member baneko certificate ekaichoti diye ni vaigo ni karyakarta harule ani dhukkai ,,,,,
941,Ta budo bolda bolda aaa garera daiba le lage huni yati arajak pani manxe hunxa,,,,,
942,"Ma ta mero bacccha lai kunai ko ni sadasya banaudina uslai jun man parcha tesmai vote dincha , na mero parents le aja samma malai yasko sadasya ban vannuvayo ,  mero parents pani  kunai ko sadasya hunuhuna .",,,,,
943,Tei bhayera  moile  xora xori  jannmayeko  xai  na,,,,,
945,Sameer Luitel gaisaknu vayo ki jana baaki xa? ??,,,,,
946,Aafnai xora xorilai pani abhiyan chapaunu parne condition aayexa???,,,,,
947,Pahila kp ko santanlai lyana ????,,,,,
948,Parajuli Min k xa teta ko kura??,,,,,
949,Kam nai k xarw khata haru ko,,,,,
950,Bau poni yemale xoro ni yemale nati ni yemaleKhulittai,,,,,
951,Sabin Bhurtel sir onegaisimasu hai ta,,,,,
952,Ava vaka pani rittiny vayexan ??,,,,,
953,Kati Jana  bau Aama xora xori ko samvandha bigrine ho ni Aba ,,,,,
954,Buda ko photo aai halyo KP baa I Love U vandim ki kya ho yek fera????,,,,,
955,K strategy ho yo ????lol,,,,,
956,Lalit Oojha  chito chito bihey gara chora chori vana ani party ma leunu paryo terai haat ma xa ki kaso Kailash Sharma  ,,,,,
957,Tyo pardaina,,,,,
958,Abo bou ama lye sakyena chora chori chaiyo jhatha marni bela ma,,,,,
959,Dimag ta sakuni kai cha ni hamro Raaj neta ko ??,,,,,
960,Aashis Raee budo lai goaara padha ta keta,,,,,
961,Aba tw jani bela vayo k ba,,,,,
962,Pra Deep Gajurel kaile jani ho ta aaviyan ma ,,,,,
963,Amrit Adhikari Amrita Adhikari k ho kuro????,,,,,
964,Tmle party bta rajina ma deu ta paila budo,,,,,
965,Hami toh mare jadain baru mato ma gainx ,,,,,
966,Nikhil Chand Thaqurii Muji hjr bau ko Ali medicine sedeya jasto xa laideu xito,,,,,
967,Hahaha Shree Basnet Brikhu Nolan hami ni jam na comedy club ma..,,,,,
968,Hamle hamro aama baa lai party xodne abhiyan chalai sakim. Ali dhila bho kp sir.,,,,,
969,Chintamani Lamsal  jani hola ni,,,,,
970,"Matlab koi puxe Tum kis khandaan se belong karte ho to ab yemale bataya Jayega , yemale ke bacho dwara",,,,,
971,Yasmi Kshetry Rakshya Chhetri Alson Chettri la advance ma congratulations on being member of uml,,,,,
972,Yasko karkarta aaba esko rahena.. 50 hajr bhot le harya ho Pagal le tyo ni afnai Ghar baata,,,,,
973,Mn Su Bibek Bhattarai ?? ba le khoje jasto xa??,,,,,
974,Jay ho ,,,,,
975,Suman Shrestha aabadda ta vaxainas ni,,,,,
976,"Vanna ta na huni ho, Ani baa Tapai ko Chai ko aauni vaye ta.??",,,,,
,Chalau ba chalau Tourch  khoi vanne din pani aaudai xa ahile ta ali ali xa,,,,,
,Hamra tiraka ta sabai paile nai xan arey,,,,,
,Aww bau aama le Vanya xora xori le sunxan pani ,,,,,
,Bhawana Tamang la hai palo ayo jasto xa tmro,,,,,
,Jabarjasti xa kya dost ?,,,,,
,Vo hajur Daddy sanga baru 5din Na boli basinxa tara vaneko chai manidaina ,,,,,
,Aba kehi garna nasakepaxi bachha lai upayog garna Thalyo gumalele,,,,,
,Chunab paxi mental health thik xaina jasto xa ??,,,,,
,2076 saal samma maa  nepali pani jahaj le  jhanda farayera kasari saman osarxa hami dekhauxau,,,,,
,Ma tw janna ??,,,,,
,Aafaile sakkayeko party fitra lyauxu vanera hola ..sakkiyo aaba Ai  KO use gardai mahol dekhaudai base vo aaba ??ki k ho Subash Chapagain Deepak Bhattarai Bhoj Raaz Pangeni Shree Krishna Crestha,,,,,
,"Kaata na kuti 
Jarjarake uthi",,,,,
,Sudo lai emotion black mail garna khojeko arop ma halnu paryo jail aba ,,,,,
,"Rsp le aafno ama buaa and hajur ama hajur buaa ,kaka kaki ,mama maeju sabailai party sangathan aabadh hune aviyan chalaunuparxa",,,,,
,Aab ei baki xa ma ta kati bela leula vaner hatar ma xu,,,,,
,Mah ta audina hai j gareni gara????,,,,,
,Tw  chor kailay sudhrineyy vayenas haii,,,,,
,des ta bhaadyo ghar pani bhaadne bho,,,,,
,K Naya tamasa ho yo feri,,,,,
,Jasko chai xora xori nai xaina,,,,,
,Afai xoraxori janmayera party ma lagayo oli le vane ma party prawesh garna tayar,,,,,
,mero bau ni uml ka kattar hun jamana ka aba malai dar vayesakyo ,,,,,
,Aru sabai vayo aba tae baki xa.,,,,,
,Kharani laija vanako xa aaba yo kp Lai dadayako kharani launu Parxa hamro daslee,,,,,
,"Yo namard euta xoraxori janmaun saken ani aruko xoraxori lai bigarne, yo sungur lai Ali kati pani laj lagdain",,,,,
,Ani haami xoraxori  chai mai pani yemale sahi pabi yemale vandai naachnu?,,,,,
,Deya Koirala lu haii daddy ko bido thamnu paryo ni,,,,,
,Bichar garo xa yani haru lai,,,,,
,"9 bata ghatera o hunxa aba 
Tei dar le hola bchara",,,,,
,Parkash Gautam  lauu na ??,,,,,
,yetro pani hudina ,,,,,
,Baule vaneko xoraxorile mannai xode aajkal k garne baa ,,,,,
,Yetiko Dimag chai launai parx ,,,,,
,Mero KP baa dhukkur ko bachha jasto dekhiye pni I love you kp baa..,,,,,
,Maile ta mera baa ama lai yemale bata sakusal nikalera uddar gareko pani barsau vayexa,,,,,
,Tum se na ho payega beta,,,,,
,Tero ta xoraxori xaina kyary??,,,,,
,"Om Prakash Joshi Koirala  
Yasko lagi aba bihe addo padyo??",,,,,
,ta pagal ho,,,,,
,Roson Thapa lagnu paryo aba ????,,,,,
,Aba network marketing jastai labi bata pay gare bho ni 3 jana Jose pachi commission pani aaucha Banda bho,,,,,
,Xora xori ley party maa abadda huna namaney?,,,,,
,Aba k janmadarta Pani amale party ma garaune ho yo Buda le.,,,,,
,Binaya Rijal ko ko parni vaya hamro tira? ??,,,,,
,Ma janna hola Abhi NaSh,,,,,
,"Nati natiini haru le chai napaauney horaw....plz vandinu paryo??????
Party ko haalat herda xora xori Haina uniharukaa bacha bachii Lai ni join garaye theek hola
ki kaso Baajey",,,,,
,Sabai Ghanti vako kura thaahaa raheyncha,,,,,
,ysko abhiyan ma aaux chhai ko ani,,,,,
,"K sochethe jindagi ma…
K k bhayo aaja",,,,,
,Kaha bat aaunxn yasta dimag khuskeka ,,,,,
,Aafno chhora chhori chhainan bhandaima aaruko chhora chhori lai chai na bigaram na ho baa...,,,,,
,Jasko Ahile samma yeuta xora ra xori banaun sake ko xain usakai thula kura ??,,,,,
,"Aru tw baneka pani hidi sake
This is last option ??",,,,,
,Chuteyea lekhya xa rw nidar ma,,,,,
,Taw ni ganta ko chor ho rotine of nepal banda,,,,,
,Talai pani harke sangai mato muni nae gadnu parxa ??,,,,,
,aba chai desh banxa ki,,,,,
,Hawa kura nagar ta,,,,,
,Kun chai xora xori baulaka xan ra....,,,,,
,Tehi last choice,,,,,
,Malai kasaile samatera ta lagdaina ni party sangathan ma aabadha garauna,,,,,
,Bhudo aba kunai jukti chaldaina,,,,,
,K gaali diu khai? Comment herdaima chitta bujyo.,,,,,
,Ansabanda ko case badhne bhayo.,,,,,
,feri arko kidney ferne bichar ma xan k ho baje,,,,,
,Laj saram lagdaina j Garda poni hune,,,,,
,Suru ma Oli le afnai chorachori bata suru garna parxa ,,,,,
,Jawo jawo kukur ko gu dinxa yesle tei khayera aawo,,,,,
,Baulaunxa aaba yo,,,,,
,Pradip Sapkota la hai pressure aauxa jasto xa aba ,,,,,
,Kriti Adhikary jane ta?,,,,,
,Duniya ko santaan naash garera aba vaka santaan lai ni khaldo ma dhakelau vanne esto lai ajai puja garxan yemale ma netrito pherau.,,,,,
,Aavash Karki  na jauu haii kanxa timi.che,,,,,
,aafno tw banauna sakinas batase aru lai pani saakaunau bichar garis,,,,,
,Hasayo bahun le ,,,,,
,Koi na vayesi aba k garxa aafnai xora xori lai veda banau,,,,,
,Yo vanda antim upaye k nai huna sakcha ra yemale lai,,,,,
,vaye halxa ni. Kp baley vanney hamley namaney ta kurai vaynna,,,,,
,Shiva Devkota k xa  bichar??,,,,,
,Bau aama le nai party xodisake... Bau aama baru aba chhora chhori ko party ma aaune abhiyaan chaliraaxa ,,,,,
, dami idea aba UML le 2/3 lyauxa,,,,,
,Manab aadhikar hanan garna ta paidaina hola hou!,,,,,
,K garxau aba Yei xa Kam tappai ko,,,,,
,muji yamale snga behe garauna chodesakyo aam janta haru le aba bacha ka bata lerayera membership banauxau sudhho ?? tmro kaal le kutkutai raxa hai hoss gara,,,,,
,teti sajilei manxan hola xora xori feri,,,,,
,Nishan KC mero vai aaba party ma lagnu paryo,,,,,
,Nisha Niraula k xa Bichara,,,,,
,Binaya Pokhrel kaile party prabes garne ta,,,,,
,Jati j garyapani patta saap nahi ho aba??,,,,,
,Core area ta yata po raixa ta,,,,,
,"Harke ko Bau ko entry vayo????
Joker of politics",,,,,
,Vaney paxi aba jholey haru badney vye,,,,,
